,title,description,job_level,languages,assessment_length,downloads,url,test_type
388,Manufacturing & Industrial - Vigilance Focus 8.0,the manufacturing and industrial vigilance focus 80 jobfocused assessment measures the behaviors that underlie successful and safe performance in an industrialmanufacturing setting this solution assesses process monitoring and other foundational behaviors including behaving safely in the workplace applying domainrelated expertise offering practical solutions and attending to multiple tasks potential job titles that use this solution include machine and equipment operators assemblers fitters maintenance repair workers dispatchers surveillance quality assurance workers,entrylevel midprofessional professional individual contributor graduate manager,english usa,34,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Vigilance 8.0 JFA Candidate Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Vigilance 8.0 JFA Detailed Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Vigilance 8.0 JFA Interview Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manufacturing & Industrial - Vigilance Focus 8.0 JFA Product Fact Sheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,a p
389,Ceramic Engineering (New),multichoice test that measures the knowledge of classification of ceramic materials production of ceramics and thermodynamics,graduate midprofessional professional individual contributor,english usa,12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Ceramic Engineering (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,k
390,MongoDB (New),multichoice test that measures the conceptual knowledge of mongodb like sharding replication indexing security and storage it also checks the knowledge of mongodb queries and data models,midprofessional professional individual contributor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MongoDB (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/,k
391,JavaScript (New),multichoice test that measures knowledge of programming in the javascript language and its application in frontend development,midprofessional professional individual contributor,english usa,9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/JavaScript (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/javascript-new/,k
392,Basic Biology (New),multi choice test that measures the candidates basic understanding of biology,professional individual contributor graduate midprofessional,english usa,6,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Basic Biology (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,k
393,Data Entry Numeric Split Screen - US,the data entry numeric split screen us assessment measures speed and accuracy at typing numbers into forms the information candidates must enter includes businessrelated records including number fields such as customer number order number item number and quantity candidates may use either the keyboards numeric keypad or the number keys at the top of the keyboard,midprofessional professional individual contributor entrylevel front line manager,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Data_Entry_Numeric_Split_Screen.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,k
394,Automata Data Science Pro (New),a simulated test that measures the ability to analyze and modify data using machine learning algorithms to obtain desirable results,professional individual contributor midprofessional,english usa,60,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Automata Data Science Pro.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Automata Data Science Pro Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/automata-data-science-pro-new/,s
395,Verify - General Ability Screen,the general ability screen is a first for us a measure of general mental ability or g targeted at entrylevel roles general ability screen is intended to precede other measures to provide process efficiency and to ensure candidates experience the most positive possible assessment process by being quick fair and available as an online test 247365 as the name suggests the test is designed to be used in screening or sifting processes,entrylevel,german french canada english usa english international latin american spanish dutch french chinese simplified portuguese brazil turkish japanese,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify General Ability Screen Fact Sheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,a
396,Prism (New),multichoice test that measures the knowledge of modules patterns and other basic concepts of using the prism library,midprofessional professional individual contributor,english usa,4,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Prism (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/prism-new/,k
397,Universal Competency Framework Interview Guide,the ucf interview guide provides a structured way of gathering information about each candidate and their competency potential across the 20 ucf dimensions note simplified chinese guide is available from local office portuguese guide is available from distributor,director entrylevel executive front line manager manager midprofessional professional individual contributor,,,,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,c p
398,Conversational Multichat Simulation,,,english usa,11,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Conversational Multichat Simulation Product Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Conversational Multichat Simulation Report US English.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,s
399,Automata Pro (New),an aipowered coding simulation assessment that evaluates candidates programming ability offers a familiar ide environment available in over 40 different programming languages and tests candidates using realworld coding problems your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,midprofessional professional individual contributor,and tests candidates using realworld coding problems your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance job levels midprofessional professional individual contributor languages english usa,60,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Automata Pro.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Automata Pro Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/automata-pro-new/,s
400,Mining Engineering (New),multichoice test that measures the knowledge of mining methods mineral processing mining machinery mineralogy petrology and stratigraphy,graduate manager midprofessional professional individual contributor supervisor,english usa,16,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mining Engineering (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/,k
401,Electrical and Electronics Engineering (New),multichoice test that measures the candidates knowledge and understanding on fundamentals of electrical engineering instrumentation and control system and electronics,graduate midprofessional professional individual contributor,english usa,14,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Electrical and Electronics Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Electrical and Electronics Engineering (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/electrical-and-electronics-engineering-new/,k
402,Struts (New),multichoice test that measures the knowledge of struts framework configuration validations actions and interceptors,midprofessional professional individual contributor,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Struts (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/struts-new/,k
403,Agency Manager Solution,the agency manager solution is for midlevel sales management positions that include front line management and sales responsibilities sample tasks for this job include but are not limited to directing and coordinating financial activities of workers in a branch office or department of an establishment such as branch bank brokerage firm risk and insurance department or credit department potential job titles that use this solution are agency manager brokerage manager multiple configurations of this solution are available,front line manager manager supervisor,english usa,51,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_ Agency Manager Solution One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,a b p s
404,Motivation Questionnaire MQM5,by understanding what motivates their staff managers can unlock each individuals full potential and direct their energies more constructively this questionnaire measures 18 dimensions of an individuals motivation and provides a comprehensive understanding of those situations which increase and reduce their motivation,director entrylevel executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,latin american spanish portuguese brazil latvian danish indonesian swedish turkish portuguese french canada japanese chinese traditional flemish french belgium spanish finnish french german greek italian polish romanian russian english international english usa chinese simplified dutch hungarian norwegian czech slovak english australia arabic korean,25,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivation Questionnaire.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Simplified Chinese.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Danish.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - French.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - German.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Italian.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Motivational Questionnaire - Swedish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/,p
405,Sales Transformation Report 1.0 - Sales Manager,this report combines insights from the opq and a sales management questionnaire it provides an accurate and objective measure of a sales managers capability to lead a sales team undergoing a sales transformation process insights included in this report include an overall jobfit score and individual scores and score narratives for the behaviours included in shls sales transformation behavioural model,,,,"[{'name': 'Sample Report (Recruiter)', 'url': 'https://service.shl.com/docs/Sales Transformation SM UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Sales Insight Development Report SM UKE Sample.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Recruiter)', 'url': 'https://service.shl.com/docs/Sales Transformation SM USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/SM USE sample.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Sales Transformation Development Report - Sales Manager_Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Recruiter)', 'url': 'https://service.shl.com/docs/Sales Transformation Recruiter Report - Sales Manager_Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Sales Transformation Development report(Sales_Mgr)_Dutch_Sample.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Recruiter)', 'url': 'https://service.shl.com/docs/SalesTransformationRecruiterReport-SalesManager_French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Sales Transformation Development report(Sales_Mgr)_French_Sample.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/SalesTransformationDevelopmentReport-SalesManager_German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Recruiter)', 'url': 'https://service.shl.com/docs/SalesTransformationRecruiterReport-SalesManager_German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/SalesTransformationDevelopmentReport-SalesManager_Spanish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,p
406,Workplace Administration Skills (New),multichoice test that measures the ability to organize ones workplace properly maintain data perform simple tasks on the computer and resolve administrative issues,manager midprofessional professional individual contributor supervisor,english usa,12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Workplace Administration Skills (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,k
407,Salesforce Development (New),multichoice test that measures the knowledge of salesforce platform design and data models business logic data management and analytics,midprofessional professional individual contributor,english usa,15,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Salesforce Development (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,k
408,Interpersonal Communications,this adaptive test measures the candidates knowledge of how to employ effective verbal and nonverbal communication to send his or her message and manage conflicts it is designed for all professionals and covers the following topics communication and perception group communication and teamwork intercultural communication interpersonal communication interviewing and communication intrapersonal communication listening nonverbal communication technology in communication verbal communication and language,entrylevel front line manager manager midprofessional professional individual contributor,english usa,15,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/BB_Fact_Sheet_InterpersonalCommunications.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/interpersonal-communications/,k
409,Biotech Lab Techniques (New),multichoice test that measures the knowledge of biophysical techniques bioprocessing and separation techniques like chromatography and electrophoresis,graduate professional individual contributor midprofessional,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Biotech Lab Techniques (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,k
410,Oracle WebLogic Server (New),multichoice test that measures the knowledge of the concepts of weblogic such as server installation administration node logs manager security and deployment,midprofessional professional individual contributor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Oracle WebLogic Server (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/oracle-weblogic-server-new/,k
411,R Programming (New),multichoice test that measures the knowledge of r programming and its application in statistics,midprofessional professional individual contributor,english usa,13,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/R Programming (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,k
412,Android Development (New),multichoice test that measures the knowledge of ui components for an android device services and alerts animation and media apps application components security and testing,midprofessional professional individual contributor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Android Development (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/android-development-new/,k
413,Bank Collections Agent - Short Form,this solution is for entrylevel collections positions in an inbound or outbound call center environment in a financial setting candidates answer multiple choice questions to measure achievement orientation dependability collector numerical skills revenue recovery customer focus and persistence and planfulness there are multiple configurations and versions of this solution available,entrylevel,english usa,45,"[{'name': 'Fact Sheet Bank Collections Agent One Sitting', 'url': 'https://service.shl.com/docs/Fact Sheet Bank Collections Agent One Sitting.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,a b p
414,Informatica (Developer) (New),multichoice test that measures the knowledge of data warehousing server architecture and administration and real time implementation with informatica,midprofessional professional individual contributor,english usa,11,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Informatica (Developer) (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,k
415,Kubernetes (New),multichoice test that measures the knowledge of the architecture cluster and services of kubernetes,midprofessional professional individual contributor,english usa,6,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Kubernetes (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/kubernetes-new/,k
416,Digital Readiness Development Report - Manager,this participantoriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnaire note this report is specifically aimed at managers a version designed for individual contributors is also available see digital readiness report ic,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report Digital readiness DR - Manager UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report Digital readiness DR - Manager LAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report Digital readiness DR - Manager USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,p
417,Apache Kafka (New),multichoice test that measures the knowledge of apache kafka architecture components clusters performance tuning and advanced operations,midprofessional professional individual contributor,english usa,6,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Apache Kafka (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,k
418,Siebel Development (New),multichoice test that measures the knowledge of siebel basics architecture server administration access control siebel client and web applications siebel models data mapping workflow and deployment,midprofessional professional individual contributor,english usa,8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Siebel Development (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,k
419,Manager + 7.1 (International),our manager 71 solution is designed for candidates applying to entrylevel leadership positions who tend to supervise salaried employees and includes shls new innovative mobilefirst ability assessment verify interactive deductive reasoning sample tasks for these jobs include but are not limited to planning projects with subordinates collaborating with senior managers on developing new methods and procedures coaching employees on performancerelated issues developing employees skills coordinating activities with other managers to accomplish organizational goals setting and meeting department goals prioritizing multiple tasks and priorities making selected strategic and daytoday decisions and solving employees and customers problems report language availability english usa canadian french brazilian portuguese danish dutch finnish italian norwegian swedish important please note that you will need to select the correct package depending on which norm you intend to use the package available for this product is americas and international,director executive front line manager manager,french canada dutch finnish norwegian swedish portuguese brazil danish english usa italian,63,"[{'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_CFR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_USE.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_Danish.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Danish.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_DANISH.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_DUTCH.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_FIN.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_FINNISH.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_ITALIAN.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Italian.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_ITALIAN.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_NOR.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_NOR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_NOR.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_SWEDISH.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_CandidateReport_BRA.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_DetailedReport_BRA.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%2B7.1(International)_InterviewReport_BRA.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/manager-7-1-%28international%29/,b c p
420,Nursing (New),multichoice test that measures the knowledge of carrying out various nursing tasks,graduate manager midprofessional professional individual contributor supervisor,english usa,11,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Nursing (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/nursing-new/,k
421,OPQ Candidate Report 2.0,,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 International English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Canadian French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Latin American Spanish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 US English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Hungarian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Spanish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Candidate Report 2.0 Brazilian Portuguese.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/,p
422,SAP Materials Management (New),multichoice test that measures the knowledge of sap materials management organization units integration purchasing pricing release procedure contracts inventory management invoice verification split valuation account determination and integration of materials management with other modules,midprofessional professional individual contributor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/SAP Materials Management (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,k
423,Fundamentals of Chemistry (New),multichoice test that measures the knowledge of physical chemistry inorganic chemistry and organic chemistry,graduate midprofessional professional individual contributor,english usa,8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fundamentals of Chemistry (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,k
424,Pediatrics (New),multichoice test that measures the basic knowledge of pediatric diseases their symptoms and the medicines administered to cure or prevent them,graduate midprofessional professional individual contributor,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Pediatrics (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/,k
425,Time Management (U.S.),this is an adaptive test that measures the candidates knowledge of how to use time wisely in the workplace it is designed for the average business worker and covers the following topics action plans controlling decision making organizing planning scheduling time usage and time wasters,entrylevel front line manager manager midprofessional professional individual contributor,english usa,15,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/BB_Fact_Sheet_TimeManagement_US.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,k
426,English Comprehension (New),multiplechoice test that measures vocabulary grammar and reading comprehension skills,entrylevel,english usa,0,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/English Comprehension (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/english-comprehension-new/,k
427,RemoteWorkQ,using the apta architecture to focus on the relevant competency behaviors in the universal competency framework shl developed the remoteworkq to measure selfreported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas o work relationships o work habits o selfdevelopment wellbeing the remoteworkq is intended for use across job families and levels for which working in a remote environment is important for the role this report is designed to help you be more successful in a remote working environment by providing o insights into your identified strengths and potential risks for working remotely o individualized coaching tips on how you can use your identified strengths to overcome risks,manager midprofessional professional individual contributor supervisor front line manager general population graduate director entrylevel executive,english usa arabic italian chinese simplified portuguese turkish portuguese brazil indonesian english international spanish latin american spanish french canada german dutch french,10,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/RemoteWorkQ FactSheet USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,c
428,Spelling (U.S.) (New),multichoice test that measures the knowledge of correct spellings in english and the ability to identify spelling errors in sentences,entrylevel,english usa,0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Spelling (U.S.) (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,k
